OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036AEM,2025-04-02T03:18:01.168128,15.38333412,.0062508,73.9973,153.7139,303.6721,55.8533,0,U,34958,999,86335,.17422E-2,.71024E-3,0
COSMOS 2251 DEB,1993-036AER,2025-04-02T07:52:34.368384,14.45479242,.0018955,74.0307,308.1806,128.1315,232.1555,0,U,34962,999,83901,.78645E-3,.2752E-4,0
COSMOS 2251 DEB,1993-036AES,2025-04-02T13:31:23.490048,14.48158068,.0041769,74.1715,155.7940,56.9085,303.6074,0,U,34963,999,83118,.20276E-2,.762E-4,0
COSMOS 2251 DEB,1993-036AEU,2025-04-01T16:56:00.422880,14.47971309,.0025443,74.0520,245.6054,76.0840,284.3147,0,U,34965,999,83421,.67177E-3,.2477E-4,0
COSMOS 2251 DEB,1993-036AEW,2025-04-02T11:15:11.376288,14.42848817,.0042189,73.9962,7.6185,214.8157,145.0238,0,U,34967,999,61288,.11104E-2,.3721E-4,0
COSMOS 2251 DEB,1993-036AEX,2025-04-02T04:45:43.945056,14.58884764,.0088338,74.0434,12.0748,198.6435,161.1489,0,U,34968,999,84765,.2498E-3,.1203E-4,0
COSMOS 2251 DEB,1993-036AEY,2025-04-01T19:44:22.650432,14.31669501,.0076621,74.0125,128.7194,320.0524,39.5003,0,U,34969,999,61488,.45191E-3,.1218E-4,0
COSMOS 2251 DEB,1993-036AFA,2025-04-02T03:30:45.093600,14.55068121,.0071447,73.9816,48.9476,332.5579,39.0151,0,U,34971,999,62469,.5321E-3,.2344E-4,0
COSMOS 2251 DEB,1993-036AFB,2025-04-01T08:23:20.756256,14.67296603,.0039526,73.9914,186.3335,38.3978,25.2493,0,U,34972,999,83997,.24829E-2,.14171E-3,0
COSMOS 2251 DEB,1993-036AFF,2025-04-02T09:40:22.700928,14.72378804,.0051593,74.0577,82.1396,202.6328,308.7670,0,U,34976,999,84525,.14756E-2,.9522E-4,0
COSMOS 2251 DEB,1993-036AFJ,2025-04-02T13:39:15.535584,14.74617262,.0055992,74.0429,45.2242,194.2635,165.6961,0,U,34979,999,84468,.20775E-2,.14204E-3,0
